loan_amount,funded_amount,funded_amount_investors,installment,loan_status,total_payment,total_payment_investors,total_received_principal,total_received_interest,repay_fail
10000,10000,9950,320.95,5,11553.89741,11496.13,10000,1553.9,0
18000,18000,17975,555.71,5,20005.37829,19977.59,18000,2005.38,0
20000,20000,5575,700.04,4,26010.74651,7250.5,20000,5940.75,0
20000,20000,18933.65606,616.72,5,22077.68031,20792.65,20000,2077.68,0
7500,7500,7500,233.34,5,8399.889998,8399.89,7500,899.89,0
6350,5275,5275,159.98,5,5759.146809,5759.15,5275,484.15,0
15000,15000,14950,505.34,5,18004.32901,17944.31,15000,3004.33,0
30000,30000,29725,662.95,5,38424.54997,38072.32,30000,8424.55,0
1925,1925,1925,64.11,5,2303.804722,2303.8,1925,378.8,0
7500,7500,7500,238.15,5,8573.362551,8573.36,7500,1073.36,0
10000,10000,9975,311.1,5,11257.73308,11229.59,10000,1257.73,0
20000,20000,19950,468.17,5,23266.61187,23208.45,20000,3266.61,0
12000,12000,3814.8,407.08,5,14002.35525,4397.94,12000,2002.36,0
4200,4200,4075,130.66,5,4703.910242,4563.91,4200,503.91,0
22000,22000,21925,751.02,5,23876.28958,23794.89,22000,1876.29,0
2100,2100,2100,52.41,5,2824.264297,2824.26,2100,724.26,0
12000,12000,11900,370.09,5,13323.09614,13212.07,12000,1323.1,0
10000,10000,10000,338.63,5,12114.43992,12114.44,10000,2114.44,0
7000,7000,6750,219.36,5,7896.686475,7614.66,7000,896.69,0
11200,11200,11200,343.89,5,11380.78813,11380.79,11200,180.79,0
5500,5500,5373.852902,180.38,5,6494.40029,6342.02,5500,994.4,0
6000,6000,5975,206.86,5,6710.648352,6682.69,6000,710.65,0
10000,10000,9750,343.09,5,11328.65717,11045.44,10000,1328.66,0
4500,4500,4500,90.99,5,4643.919088,4643.92,4500,143.92,0
3600,3600,3600,77.83,5,4392.613416,4392.61,3600,792.61,0
6000,6000,5750,196.75,5,7056.408337,6762.39,6000,1056.41,0
25000,25000,25000,845.02,5,30463.57532,30463.58,25000,5421.33,0
3000,3000,3000,101.8,5,3661.044821,3661.04,3000,661.04,0
1750,1750,1750,35.39,5,2112.7246,2112.72,1750,362.72,0
22000,22000,21950,473.85,5,28109.10997,28045.23,22000,6109.11,0
25000,18900,18387.05644,672.15,5,24198.52191,23442.87,18900,5298.52,0
8000,8000,8000,258.14,5,9292.935443,9292.94,8000,1292.94,0
10400,10400,10400,344.74,5,12411.83813,12411.84,10400,2011.84,0
4800,4800,4800,151.51,5,5227.225532,5227.23,4800,427.23,0
6000,6000,5975,204.83,5,6914.492804,6885.68,6000,914.49,0
10000,10000,10000,327.34,5,11784.24279,11784.24,10000.01,1784.23,0
3375,3375,3375,112.95,5,4066.155783,4066.16,3375,691.16,0
7000,7000,7000,217.78,5,7820.089922,7820.09,7000,820.09,0
7000,7000,6971.188203,215.86,5,7770.795677,7738.42,7000,770.8,0
24000,24000,23503.10253,795.22,5,28627.6533,27986.67,23999.99,4627.66,0
1500,1500,1500,48.84,5,1773.363404,1773.36,1500,258.36,0
17000,17000,16750,361.12,1,20937.16,20629.16,16281.61,4655.55,0
5000,5000,4450,161.93,4,5829.647303,5188.39,5000,829.65,0
5000,5000,4950,107.77,5,5732.50437,5675.18,5000,732.5,0
4000,4000,625,139.31,4,5015.060693,783.6,4000,1015.06,0
10500,10500,10500,239.23,5,12989.47156,12989.47,10500,2489.47,0
6000,6000,5925,120.26,5,7215.330003,7125.14,6000,1215.33,0
2500,2500,2480.832812,86.35,5,3102.018274,3077.08,2500,602.02,0
16000,16000,15875,571.96,4,20590.98243,20430.12,16000,4590.98,0
12000,12000,12000,413.94,5,12285.76918,12285.77,12000,285.77,0
6000,6000,5975,198.46,5,6171.572694,6145.86,6000,171.57,0
12000,12000,700,398.4,5,13490.73,787.06,12000,1490.73,0
2500,2500,2475,77.53,5,2640.01,2613.61,2500,140.01,0
25000,25000,24032.00826,920.08,5,31878.59487,30282.68,24999.99,6878.6,0
6000,6000,6000,186.67,5,6712.98024,6712.98,6000,712.98,0
12000,12000,11839.94,397.97,5,14326.7998,14099.64,11999.99,2326.8,0
9000,9000,7266.578481,304.29,4,10954.35217,8849.77,9000,1954.35,0
5000,5000,5000,155.3,5,5539.233021,5539.23,5000,539.23,0
4125,4125,4125,93.21,5,5551.360004,5551.36,4125,1426.36,0
5050,5050,5000,165.32,5,5951.588636,5892.66,5050,901.59,0
24000,24000,23747.84109,509.82,5,30358.25002,29969.87,24000,6358.25,0
10000,10000,6383.95,328.64,5,11830.73781,7282.54,9999.99,1830.75,0
17500,17500,17086.66731,632.06,5,22432.81118,21804.96,17500,4932.81,0
4000,4000,3975,135.61,5,4881.773246,4851.26,4000,881.77,0
1000,1000,1000,30.16,5,1085.753439,1085.75,1000,85.75,0
12000,12000,11750,424.8,5,15286.73447,14968.26,12000,3286.73,0
11000,11000,10950,388.31,5,13238.28099,13178.11,11000,2238.28,0
25600,25600,25600,899.52,5,31869.37851,31869.38,25600,6269.38,0
6000,6000,5750,193.61,5,6969.672675,6679.27,6000,969.67,0
12000,12000,11933.39092,375.38,5,13363.43129,13287.62,12000,1363.43,0
5700,5700,5700,146.74,1,8213.52,8213.52,5133.74,3079.78,0
7000,7000,4431.678263,233.88,5,8419.406016,5173.06,6999.99,1419.41,0
20000,20000,10350,663.28,5,21919.47466,11343.34,20000,1919.47,0
10000,10000,9475,331.48,5,11933.725,11307.2,10000,1933.73,0
12375,12375,1000,404.62,5,14370.92225,1161.29,12375,1995.92,0
8000,8000,8000,260.97,5,9394.916746,9394.92,8000,1394.92,0
5000,5000,4500,171.74,5,6170.955391,5553.86,5000,1170.96,0
16000,16000,16000,359.32,1,19048.15,19048.15,13578.82,5469.33,0
13600,13600,13350,339.98,1,18361.93,18023.72,11632.07,6712.86,0
25000,25000,24900,836.66,5,28724.63327,28609.73,25000,3724.63,0
8000,8000,8000,290.07,5,9945.866642,9945.87,8000,1945.87,0
1600,1600,1600,56.49,5,1956.168711,1956.17,1600,356.17,0
15000,15000,14950,321.45,5,19286.48076,19222.19,15000,4286.48,0
7000,7000,7000,242.53,5,8731.209836,8731.21,7000,1731.21,0
21600,21600,21575,592.53,5,23543.29359,23516.04,21600,1913.66,0
3600,3600,3600,129.23,5,4670.913427,4670.91,3600,1055.91,0
5000,5000,4875,151.64,5,5458.94584,5322.47,5000,458.95,0
7600,7600,7600,251.93,4,9054.738683,9054.74,7600,1454.74,0
2400,2400,2400,78.18,5,2814.3,2814.3,2400,414.3,0
1000,1000,1000,30.88,5,1055.058605,1055.06,1000,55.06,0
7000,7000,7000,228.02,5,8208.410001,8208.41,7000,1208.41,0
24250,24250,21500,789.58,5,27901.38218,24737.32,24250,3651.39,0
4200,4200,4200,137.49,5,4922.34663,4922.35,4200,722.35,0
7200,6375,6375,193.34,5,6493.395739,6493.4,6375,118.4,0
5500,5500,5395.771271,118.9,5,7133.900881,6983.19,5500,1633.9,0
13000,13000,12750,425.55,5,15296.42811,15002.27,13000,2296.43,0
18000,18000,17850,589.24,5,18165.32,18013.94,18000,165.32,0
8000,8000,8000,174.38,5,10250.12581,10250.13,8000,2250.13,0
7000,7000,6975,213.05,5,7575.374179,7548.31,7000,575.37,0
10000,10000,8674.82,319.47,5,11500.79892,9929.14,10000,1500.8,0
15000,15000,14975,380.82,1,21656.51,21620.48,13866.06,7790.45,0
3200,3200,3200,101.01,5,3636.004422,3636,3200,436,0
5000,5000,5000,175.69,5,6358.993393,6358.99,5000,1328.99,0
18000,18000,17233.27772,382.36,5,21497.93069,20302.32,18000,3497.93,0
18750,18750,18725,463.68,5,19012.47,18987.12,18750,262.47,0
10000,10000,10000,320.94,5,11442.58177,11442.58,10000,1442.58,0
6200,6200,6200,188.59,5,6789.158241,6789.16,6200,589.16,0
8000,8000,8000,243.34,5,8649.199927,8649.2,8000,649.2,0
8150,8150,1450,265.25,4,9548.623896,1698.83,8150,1398.62,0
12700,12700,12700,331.48,5,15232.4945,15232.49,12700,2532.49,0
20000,16025,15229.87176,379.47,5,22491.06999,20952,16025,6466.07,0
10000,10000,10000,231.65,5,12731.08009,12731.08,10000,2731.08,0
8000,8000,7650,255.58,5,8768.533358,8384.91,8000,768.53,0
21000,12775,12775,318.8,5,19072.52001,19072.52,12775,6297.52,0
9600,9600,9550,319.92,5,10152.74349,10099.87,9600,552.74,0
25000,25000,21874.18504,633.21,5,37992.10337,31332.09,25000,12992.1,0
18000,18000,17750,385.74,5,18999.80449,18735.92,18000,999.8,0
4000,4000,3993.519521,99.03,5,5869.028195,5854.3,4000,1869.03,0
2125,2125,2125,69.69,5,2508.437219,2508.44,2125,383.44,0
12000,12000,11500,406.36,5,12733.98437,12203.42,12000,733.98,0
1000,1000,1000,31.12,5,1079.823645,1079.82,1000,79.82,0
3600,3600,3600,112.39,5,4030.409612,4030.41,3600,430.41,0
30000,30000,29450,992.28,5,35722.04999,35067.15,30000,5722.05,0
1500,1500,1500,50.59,5,1820.447962,1820.45,1500,320.45,0
13800,13800,13800,346.62,5,19349.90268,19349.9,13800,5549.9,0
18000,18000,18000,560,5,20088.03434,20088.03,18000,2088.03,0
9000,9000,9000,279.09,5,9647.361465,9647.36,9000,647.36,0
7500,7500,7500,228.27,5,7679.154999,7679.15,7500,179.15,0
5000,5000,4500,159.59,5,5745.209252,5170.69,5000,745.21,0
10000,10000,10000,303.27,5,10095.62,10095.62,10000,95.62,0
8000,8000,8000,243.49,5,8292.851462,8292.85,8000,292.85,0
24250,24250,22224.95903,551.64,1,31932.72,28454.52,23126.15,8806.57,0
3200,3200,3200,100.28,5,3532.637897,3532.64,3200,332.64,0
2000,2000,1500,64.43,5,2233.215601,1674.91,2000,233.22,0
16000,16000,15975,500.65,5,18023.16,17995,16000,2023.16,0
15000,15000,14509.09493,504.5,5,18161.92855,17509.68,14999.99,3161.93,0
17075,17075,17075,415.42,5,24928.14993,24928.15,17075,7853.15,0
3000,3000,3000,102.51,4,3520.146264,3520.15,3000,520.15,0
4800,4800,4775,148.02,5,4931.910878,4906.22,4800,131.91,0
7000,7000,7000,217.78,5,7839.999442,7840,7000,840,0
15000,15000,14975,456.54,5,16421.5178,16394.15,15000,1421.52,0
12000,12000,12000,365.01,5,12657.70918,12657.71,12000,657.71,0
7200,7200,7199.41,232.29,5,8363.139323,8362.34,7200,1163.14,0
3000,3000,3000,98.92,5,3560.852953,3560.85,3000,560.85,0
10000,10000,10000,237.43,5,13386.26536,13386.27,10000,3386.27,0
4800,4800,4800,149.29,5,5373.426143,5373.43,4800,573.43,0
6000,6000,5900,186.67,5,6144.69224,6042.28,6000,144.69,0
8000,8000,8000,266.4,5,9550.7864,9550.79,8000,1550.79,0
4000,4000,4000,123.5,5,4113.070501,4113.07,4000,113.07,0
35000,21425,21375,543.94,5,32166.80995,32091.74,21425,10741.81,0
35000,35000,34975,750.04,5,45001.97038,44969.83,35000,10001.97,0
8000,8000,7950,256.76,5,9243.116748,9185.35,8000,1243.12,0
4500,4500,4500,106.66,5,6400.326178,6400.33,4500,1900.33,0
9000,9000,9000,298.33,5,10740.99757,10741,9000,1741,0
4000,4000,4000,122,5,4225.942096,4225.94,4000,225.94,0
10000,10000,10000,334.16,5,12029.44225,12029.44,10000,2029.44,0
12250,12250,12250,376.12,5,13540.3094,13540.31,12250,1290.31,0
3000,3000,3000,90.48,5,3257.260315,3257.26,3000,257.26,0
20000,20000,18590.33777,460.1,5,26403.41,23753.25,20000,6403.41,0
9600,9600,9575,316.53,5,11263.37778,11234.05,9600,1663.38,0
35000,35000,30625.82049,836.88,5,48175.56418,39542.13,35000,13175.56,0
20000,20000,19348.64324,482.65,5,26994.95412,25667.69,20000,6994.95,0
35000,35000,33270.31075,769.57,5,43803.50064,40967.14,35000,8803.5,0
2500,2500,2500,77.65,5,2795.293072,2795.29,2500,295.29,0
5000,5000,5000,155.51,5,5343.798115,5343.8,5000,343.8,0
2000,2000,2000,65.09,5,2345.149928,2345.15,2000,345.15,0
5000,5000,5000,168.45,5,5858.244633,5858.24,5000,858.24,0
10000,10000,7900,322.11,5,11596.54984,9161.27,10000,1596.55,0
10000,10000,9025,312.19,5,11158.41971,10070.51,10000,1158.42,0
15000,15000,14500,515.22,5,18231.4819,17623.77,15000,3231.48,0
5000,5000,823.3717746,170.41,4,6134.450896,852.05,5000,1134.45,0
15000,15000,8576.9141,506.56,5,18235.75753,9725.72,15000,3235.76,0
1600,1600,1600,55.31,5,1990.715993,1990.72,1600,390.72,0
9950,9950,9900,214.61,5,11799.69345,11740.4,9950,1849.69,0
10000,10000,10000,327.96,5,11264.8408,11264.84,10000,1264.84,0
3600,3600,3600,127.09,5,4574.841745,4574.84,3600,974.84,0
20000,20000,1675,640.2,5,21583.75371,1807.64,20000,1583.75,0
25000,25000,24925,842.11,5,30317.17242,30226.22,25000,5317.17,0
20000,20000,19826.28421,699.73,5,25189.87635,24964.35,20000,5189.88,0
25000,25000,24975,782.26,5,27934.96164,27907.03,25000,2934.96,0
7500,7500,1221.78234,259.08,5,9326.552268,1312.79,7500,1826.55,0
5000,5000,5000,150.8,5,5327.486782,5327.49,5000,327.49,0
17500,17500,17475,604.25,5,21746.9048,21715.84,17500,4246.91,0
3825,3825,3825,126.52,5,4555.836236,4555.84,3825,730.84,0
16000,16000,16000,388.67,5,21477.36603,21477.37,16000,5477.37,0
25000,25000,24950,902.94,5,32378.34667,32313.59,25000,7378.35,0
9600,9600,9343.018062,298.67,5,10751.86997,10463.4,9600,1151.87,0
3000,3000,869.16,96.38,5,3442.357907,878.92,3000,442.36,0
16000,16000,2700,540.96,4,16682.21,2815.38,16000,682.21,0
10000,10000,10000,232.58,4,13954.69956,13954.7,10000,3954.7,0
25000,25000,24700,575.12,5,33479.64709,33077.89,25000,8479.65,0
8575,8575,8575,284.78,5,9843.865486,9843.87,8575,1268.87,0
3025,3025,810.5,97.27,4,3508.968882,835.01,3024.99,468.98,0
7500,7500,7475,227.46,5,8188.229724,8160.94,7500,688.23,0
19400,19400,19400,682.77,5,21934.14938,21934.15,19400,2534.15,0
25000,25000,24975,846.57,5,29999.86631,29969.87,25000,4999.87,0
18000,18000,12450,644.8,4,23122.21316,15992.86,18000,5122.21,0
12250,12250,12250,395.22,5,14227.74,14227.74,12250,1977.74,0
6400,6400,6121.8,216.13,5,7027.587661,6622.35,6400,627.59,0
2800,2800,2800,95.01,5,3420.151178,3420.15,2800,620.15,0
35000,35000,33906.1942,933.14,5,55138.99996,52433.53,35000,20139,0
7200,7200,7200,254.17,5,8553.294043,8553.29,7200,1353.29,0
4500,4500,4500,139.24,5,4736.098993,4736.1,4500,236.1,0
12000,12000,12000,386.7,5,13909.61999,13909.62,12000,1909.62,0
16000,16000,15975,566.04,5,20385.63427,20353.78,16000,4385.63,0
12000,8000,7975,245.34,5,8832.338367,8804.74,8000,832.34,0
20000,20000,19761.86879,447.22,5,26832.95139,26441.65,20000,6832.95,0
7000,7000,7000,151.3,5,7124.973327,7124.97,7000,124.97,0
13000,13000,13000,406.78,5,13330.24578,13330.25,13000,330.25,0
24250,24250,22975,610.01,5,24956.52553,23644.4,24250,706.53,0
24000,24000,23925,548.91,5,32930.88005,32827.97,24000,8930.88,0
8000,8000,2456.18,263.2,5,9475.196882,2812.95,8000,1475.2,0
5675,5675,5650,191.85,5,6749.538736,6719.81,5675,1074.54,0
7000,7000,7000,257.98,5,9287.014982,9287.01,7000,2287.01,0
5000,5000,5000,171.11,5,5874.028796,5874.03,5000,874.03,0
8000,8000,8000,246.99,5,8891.248716,8891.25,8000,891.25,0
25000,25000,24700,575.12,1,31581.66,31202.14,22190.93,9390.73,0
9300,9300,9300,326.92,5,11768.86999,11768.87,9300,2468.87,0
4000,4000,3975,131.65,5,4739.438239,4709.82,4000,739.44,0
7500,7500,7500,240.71,5,7988.623293,7988.62,7500,488.62,0
7200,7200,7200,222.78,5,8020.282137,8020.28,7200,820.28,0
5600,5600,5600,190.86,5,6870.570437,6870.57,5600,1270.57,0
13000,13000,12475,447.22,5,15764.30679,15127.7,13000,2764.31,0
5000,5000,5000,161.13,5,5800.460782,5800.46,5000,800.46,0
30000,30000,29977.71978,834.55,1,45037.67,44975.12,25279.17,19758.5,0
3000,3000,2950,100.4,5,3592.679961,3532.8,3000,592.68,0
11200,11200,11200,391.67,5,14099.70101,14099.7,11200,2899.7,0
15000,13250,12750,406.35,5,14628.58718,14076.57,13250,1378.59,0
24000,15100,14739.70218,337.65,5,19961.09298,19399.45,15100,4861.09,0
35000,35000,34099.33084,805.17,5,44791.58384,43151.88,35000,9791.58,0
10000,10000,9395.56234,348.16,5,11682.7963,10975.78,10000,1682.8,0
10000,10000,9975,251.55,5,13294.57638,13261.34,10000,3294.58,0
6000,6000,5850,191.69,5,6770.352267,6601.09,6000,770.35,0
5000,5000,4975,125.59,5,5144.999923,5119.28,5000,145,0
11200,11200,11139.76979,385.09,5,13874.8692,13797.75,11200,2674.87,0
14400,10075,10016.30277,221.53,5,12751.74141,12656.62,10075,2676.74,0
1000,1000,1000,31.2,5,1122.95,1122.95,1000,122.95,0
14000,14000,12446.51403,307.83,5,18430.57001,15911.57,14000,4430.57,0
5000,5000,4994.872102,175.79,4,6328.286326,6320.46,5000,1328.29,0
1000,1000,1000,30.6,5,1082.58782,1082.59,1000,82.59,0
6400,6400,6275.56273,217.11,5,7815.709595,7650.43,6399.99,1415.71,0
3000,3000,3000,93.88,5,3379.306094,3379.31,3000,379.31,0
12500,12500,12425,388.78,5,12939.5,12861.86,12500,439.5,0
6000,6000,6000,188.02,5,6738.706384,6738.71,6000,738.71,0
10000,10000,10000,308.73,5,10058.94,10058.94,10000,58.94,0
27300,27300,27250,613.09,5,36632.49998,36565.41,27300,9332.5,0
6000,6000,5900,148.38,5,8902.283102,8753.91,6000,2902.28,0
9000,9000,8925,276.91,5,9654.193348,9573.74,9000,654.19,0
3000,3000,3000,95.85,5,3449.453053,3449.45,3000,449.45,0
6000,6000,5988.997858,186.61,5,6715.323571,6702.23,6000,715.32,0
5300,5300,5300,176.49,5,6052.780745,6052.78,5300,737.78,0
4800,4800,4800,102.84,5,5666.580145,5666.58,4800,866.58,0
10000,10000,10000,366.72,5,11709.708,11709.71,10000,1709.71,0
20000,12000,9167.140694,368.01,5,12858.52894,9671.04,12000,858.53,0
11200,11200,11125,364.83,5,13133.46019,13045.51,11200,1933.46,0
9000,9000,9000,314.56,5,10225.26026,10225.26,9000,1225.26,0
5000,5000,4500,165.74,5,5966.988778,5370.29,5000,966.99,0
16000,16000,15975,388.67,5,22040.74993,22006.31,16000,6040.75,0
30000,30000,30000,799,1,46316.2,46316.2,28429.84,17886.36,0
2500,2500,2500,82.69,5,2976.84,2976.84,2500,476.84,0
3700,3700,3700,118.21,5,4151.898835,4151.9,3700,436.9,0
12800,12800,12800,329.51,1,18095.78,18095.78,11213.33,6882.45,0
3200,3200,2700,113.6,4,3955.134962,3337.14,3200,755.13,0
16800,16800,16800,539.18,5,18708.38964,18708.39,16800,1908.39,0
6000,6000,0,193.64,5,6366.298383,0,6000,366.3,0
12000,12000,12000,276.06,1,16262.74,16262.74,11712.25,4550.49,0
6000,6000,6000,186.67,5,6720.033776,6720.03,6000,720.03,0
5000,5000,5000,170.84,4,5995.858132,5995.86,5000,980.86,0
4800,4800,4800,150.2,5,5403.988501,5403.99,4800,603.99,0
4000,4000,3725,125.35,5,4512.38941,4202.16,4000,512.39,0
5400,5400,5400,171.47,5,6173.26902,6173.27,5400,773.27,0
6000,6000,5975,202.81,5,7301.469566,7271.05,6000,1301.47,0
35000,26675,26181.23242,589.47,1,33572.53,32745.75,24923.14,8649.39,0
4000,4000,3975,123.37,5,4441.006169,4413.25,4000,441.01,0
10000,10000,9975,245.8,5,11066.38998,11038.72,10000,1066.39,0
15000,15000,14750,469.36,5,16896.70946,16615.1,15000,1896.71,0
1200,1200,1200,25.28,5,1516.237518,1516.24,1200,316.24,0
4000,4000,4000,92.02,5,4688.858321,4688.86,4000,688.86,0
17400,17400,17400,437.23,5,19585.40016,19585.4,17400,2185.4,0
4000,4000,3975,124.45,5,4480.046135,4452.05,4000,480.05,0
5000,5000,3975,155.38,5,5593.638527,4446.94,5000,593.64,0
8875,8875,3561.975693,310.64,5,10970.89907,4395.16,8875,2095.9,0
24000,24000,23718.65538,750.97,5,27033.46001,26715.9,24000,3033.46,0
5000,5000,5000,169.03,5,6085.279825,6085.28,5000,1085.28,0
21000,21000,20950,510.57,5,26779.08817,26715.33,21000,5779.09,0
25000,15525,13546.48321,361.08,5,21664.69003,18178.7,15525,6139.69,0
11850,11850,11850,414.1,4,14845.79507,14845.8,11850,2954.38,0
10000,10000,10000,263.22,5,13073.21552,13073.22,10000,3073.22,0
3000,3000,2936.64,101.77,4,3644.257197,3565.88,3000,644.26,0
10000,10000,8550,219.88,5,10556.47665,9025.79,10000,556.48,0
4500,4500,4500,156.46,4,5508.442685,5508.44,4500,1008.44,0
8000,8000,8000,267.74,5,8870.731897,8870.73,8000,870.73,0
16000,16000,15950,524.86,5,17846.45258,17790.68,16000,1846.46,0
16000,16000,14905.62304,500.5,5,18018.52296,16745.38,16000,2018.52,0
4000,4000,4000,87.19,5,5231.342977,5231.34,4000,1231.34,0
8400,8400,8400,306.39,5,10684.5,10684.5,8400,2284.5,0
5000,5000,5000,128.04,5,6994.024544,6994.02,5000,1994.02,0
4800,4800,4800,149.34,5,5375.913797,5375.91,4800,575.91,0
8400,8400,8375,282.52,5,10187.57115,10157.25,8400,1787.57,0
20000,20000,19975,454.96,5,25376.2539,25344.53,20000,5376.25,0
10000,10000,9950,343.83,4,10573.68461,10520.82,10000,573.69,0
20000,20000,19830.43602,680.84,5,24512.23523,24268.84,20000,4512.24,0
6000,6000,5975,187.32,5,6039.6,6014.43,6000,39.6,0
12800,12800,12775,289.22,1,16186.8,16155.3,11667.84,4518.96,0
3000,3000,3000,91.81,5,3320.087368,3320.09,3000,305.09,0
2300,2300,2300,74.89,5,2694.286753,2694.29,2300,394.29,0
9000,9000,9000,303.21,5,10915.21974,10915.22,9000,1915.22,0
10000,10000,10000,304.36,5,10952.22012,10952.22,10000,952.22,0
15000,15000,14950,509.83,5,18354.64982,18293.47,15000,3354.65,0
13600,13600,13575,425.43,5,15328.56002,15300.38,13600,1707.29,0
24000,24000,21963.64,785.65,5,28283.67296,25529.07,24000,4283.68,0
20000,2650,2600,81.72,5,2941.850256,2886.34,2650,291.85,0
4200,4200,4200,136.69,5,4936.974944,4936.97,4200,721.97,0
6000,6000,5950,185.24,5,6668.446349,6612.88,6000,668.45,0
12000,12000,11950,404.94,5,14299.18351,14239.6,12000,2299.18,0
9600,9600,9600,337.61,5,12153.60779,12153.61,9600,2553.61,0
4000,4000,4000,130.47,5,4595.508672,4595.51,4000,595.51,0
1800,1800,1800,54.29,5,1950.938649,1950.94,1800,150.94,0
13100,13100,13075,348.9,5,18628.01659,18592.47,13100,5528.02,0
10625,10625,10520.54127,327.69,5,11339.73236,11227.62,10625,714.73,0
32000,32000,32000,877.82,5,43298.71365,43298.71,32000,11298.71,0
6400,6400,6400,203.23,5,7332.377125,7332.38,6400,917.38,0
4500,4500,4500,142.89,5,5051.236671,5051.24,4500,551.24,0
20000,20000,15519.86938,660.27,5,23769.81039,17906.88,20000,3769.81,0
2700,2700,550,94.88,5,3415.389823,695.73,2700,715.39,0
12000,12000,11975,411.41,5,14811.54284,14780.69,12000,2811.54,0
11325,11325,11325,368.9,5,13190.78689,13190.79,11325,1865.79,0
12000,12000,12000,414.35,5,13575.47453,13575.47,12000,1539.75,0
7750,7750,7200,238.45,5,8032.371681,7462.33,7750,282.37,0
6000,6000,5950,182.51,5,6530.459372,6476.04,6000,530.46,0
2500,2500,2500,83.87,5,2958.271765,2958.27,2500,443.27,0
2000,2000,2000,65.95,5,2373.929144,2373.93,2000,373.93,0
8200,8200,8150,292.53,5,9694.9056,9635.79,8200,1494.91,0
7400,7400,7325,231.48,5,8057.100029,7975.44,7400,657.1,0
5500,5500,5475,191.23,4,6877.352756,6846.09,5500,1377.35,0
12000,12000,11850,291.5,5,17832.86998,17609.96,12000,5832.87,0
2400,2400,2400,51.89,5,3112.854079,3112.85,2400,712.85,0
7500,7500,7250,245.51,5,8777.553944,8484.97,7500,1277.55,0
14500,14500,14450,361.85,5,21936.53984,21860.9,14500,7418.45,0
14125,14125,14075,465.72,5,16321.94599,16264.17,14125,2196.95,0
4000,4000,3994.212549,139.08,5,4959.498164,4950.9,4000,959.5,0
8000,8000,7845.991747,268.95,5,8631.97752,8464.26,8000,631.98,0
6700,6700,6450,215.04,5,7741.090859,7452.24,6700,1041.09,0
2500,2500,2500,53.85,5,3096.963595,3096.96,2500,566.96,0
7125,7125,7125,244.28,4,8794.233064,8794.23,7125,1669.23,0
2150,2150,2150,75.19,5,2705.643896,2705.64,2150,555.64,0
7125,7125,7125,229.88,5,8275.273051,8275.27,7125,1150.27,0
12000,12000,12000,261.57,5,12113.4,12113.4,12000,113.4,0
12800,12800,12800,302.17,5,17704.2,17704.2,12800,4904.2,0
7200,7200,7200,246.01,5,7746.715874,7746.72,7200,546.72,0
8000,8000,7750,176.79,5,8211.790021,7955.17,8000,211.79,0
10000,10000,2775,337.14,4,10614.20975,2945.44,10000,614.21,0
20000,20000,8875,670.13,4,23680.25604,10508.12,20000,3680.26,0
1800,1800,1750,61.62,5,2217.960435,2156.35,1800,417.96,0
8250,8250,8250,256.59,5,9237.176114,9237.18,8250,987.18,0
8000,8000,3650,274.13,5,9244.542981,4217.82,8000,1244.54,0
18000,18000,18000,608.49,4,21892.3036,21892.3,18000,3892.31,0
24000,24000,24000,612.72,5,25083.71877,25083.72,24000,1083.72,0
2500,2500,2500,85.11,5,3063.735281,3063.74,2500,563.74,0
3000,3000,2375,101.43,4,3592.540428,2844.1,3000,592.54,0
24250,24250,23700,559.37,5,33453.15994,32694.43,24250,9203.16,0
16000,16000,15980.83377,552.59,5,19893.0988,19868.16,15999.96,3893.14,0
14000,14000,14000,426.1,5,14724.92558,14724.93,14000,724.93,0
6000,6000,6000,153.64,1,8756.32,8756.32,5552.61,3203.71,0
6000,6000,5975,187.69,5,6757.107767,6728.95,6000,757.11,0
3500,3500,3500,107.47,5,3737.373359,3737.37,3500,237.37,0
10000,10000,9925,311.8,5,11137.73256,11054.2,10000,1137.73,0
19000,19000,19000,502.44,5,25366.72917,25366.73,19000,6366.73,0
12000,12000,11925,393.55,4,13698.1117,13612.5,12000,1698.11,0
5000,5000,5000,159.74,5,5749.138812,5749.14,5000,749.14,0
2100,2100,2100,69.24,5,2478.820658,2478.82,2100,378.82,0
5650,5650,4914.94,191.67,5,6899.785818,5933.16,5650,1249.79,0
3400,3400,3400,67.18,5,4020.640001,4020.64,3400,620.64,0
11900,11900,11900,267.25,5,12385.59145,12385.59,11900,485.59,0
5500,5500,5500,197.49,5,7010.959166,7010.96,5500,1510.96,0
12000,12000,4825,405.25,5,14722.43637,5919.65,12000,2662.44,0
6000,6000,6000,205.86,5,7410.670002,7410.67,6000,1410.67,0
15000,15000,14018.0332,462.54,5,16651.57255,15510.67,15000,1651.57,0
8550,8550,8400,275.4,5,9915.159712,9741.21,8550,1365.16,0
14000,14000,13950,451.68,5,16260.26671,16202.19,14000,2260.27,0
5000,5000,5000,123.44,5,5490.488876,5490.49,5000,490.49,0
5600,5600,5600,111.66,5,6699.204574,6699.2,5600,1099.2,0
8600,8600,8600,209.09,5,12563.55999,12563.56,8600,3948.56,0
12000,12000,12000,405.66,5,14604.88556,14604.89,12000,2604.89,0
18000,18000,16900,563.05,5,18792.27532,17643.86,18000,792.28,0
7500,7500,7500,254.77,4,7748.648139,7748.65,7500,248.65,0
1500,1500,1500,46.83,5,1685.815204,1685.82,1500,185.82,0
